,date,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
285,10/13/2018,32.0,438.671,355141,162069,172674,481585,42,26.0,415.425,350134,162354,174606,218699,42,32.0,371.454,309147,137124,151893,302688,50,24.0,387.046,403894,180243,200836,175991,48,32.28192,6.2577,0.0,0.02072,0.01327,0.00628,1.69138,12.5,6.1,19.8,0.0,54.0,0.0,0,0.0,0,5.99,3.274,5.22,2.372
286,10/14/2018,34.0,430.086,355141,162069,172674,366176,42,29.0,406.283,350134,162354,174606,164412,42,31.0,354.48,309147,137124,151893,208966,50,26.0,384.964,403894,180243,200836,128321,48,50.01087,7.55565,0.0,0.0243,0.00987,0.01518,3.51898,13.2,6.8,20.3,0.0,60.0,0.0,0,0.0,0,5.804,3.042,4.948,2.436
287,10/15/2018,69.0,413.537,355141,162069,172674,467084,42,48.0,418.185,350134,162354,174606,233440,42,51.0,379.391,309147,137124,151893,407864,50,48.0,365.647,403894,180243,200836,213584,48,60.83677,10.2023,0.0,0.038,0.01732,0.02081,64.55206,15.2,10.9,21.0,0.0,69.9,0.0,0,0.0,0,6.32,3.606,5.118,2.512
288,10/16/2018,61.0,412.852,355141,162069,172674,476000,42,46.0,419.432,350134,162354,174606,238154,42,48.0,379.622,309147,137124,151893,414546,50,46.0,361.015,403894,180243,200836,216276,48,51.90341,8.99862,0.0,0.03925,0.01536,0.02305,37.95046,14.5,9.9,20.3,0.0,55.9,0.0,0,0.0,0,6.152,3.616,5.204,2.394
289,10/17/2018,39.0,410.92,355141,162069,172674,473956,42,31.0,419.05,350134,162354,174606,239449,42,34.0,378.823,309147,137124,151893,415899,50,30.0,362.025,403894,180243,200836,216994,48,48.74918,8.80284,0.0,0.04046,0.01872,0.0203,12.64967,12.4,8.4,18.6,0.0,53.3,0.0,0,0.0,0,5.858,3.624,4.884,2.546
290,10/18/2018,14.0,410.915,355141,162069,172674,490262,42,11.0,417.197,350134,162354,174606,243896,42,17.0,378.542,309147,137124,151893,426478,50,8.0,362.239,403894,180243,200836,218362,48,47.68327,8.59256,0.0,0.03422,0.01741,0.01564,4.72358,12.7,7.5,19.0,0.0,59.5,0.0,0,0.0,0,5.816,3.642,4.82,2.498
291,10/19/2018,17.0,416.3,355141,162069,172674,522288,42,16.0,413.306,350134,162354,174606,250181,42,23.0,377.699,309147,137124,151893,426036,50,14.0,362.445,403894,180243,200836,220797,48,38.3946,7.68617,0.0,0.03162,0.01657,0.01029,2.5482,13.1,7.2,20.4,0.0,54.3,0.0,0,0.0,0,6.032,3.7,5.132,2.67
292,10/20/2018,37.0,428.333,355141,162069,172674,467220,42,35.0,406.107,350134,162354,174606,219720,42,42.0,363.975,309147,137124,151893,303243,50,32.0,375.125,403894,180243,200836,177370,48,34.06569,6.37372,0.0,0.01997,0.01518,0.00898,3.87975,13.4,6.9,21.4,0.0,53.9,0.0,0,0.0,0,5.998,3.452,4.826,2.598
293,10/21/2018,38.0,428.58,355141,162069,172674,356678,42,32.0,405.416,350134,162354,174606,165207,42,42.0,356.102,309147,137124,151893,215785,50,30.0,384.912,403894,180243,200836,132055,48,47.20469,8.27351,0.0,0.02677,0.0115,0.01844,5.17446,13.4,7.2,21.1,0.0,49.5,0.0,0,0.0,0,5.83,2.99,4.978,2.366
294,10/22/2018,53.0,414.987,355141,162069,172674,466118,42,44.0,417.599,350134,162354,174606,236420,47,46.0,378.505,309147,137124,151893,402783,50,44.0,365.877,403894,180243,200836,212787,48,56.18881,10.15154,0.0,0.03986,0.01639,0.02202,8.88447,14.0,8.8,20.6,0.0,50.0,0.0,0,0.0,0,6.424,3.63,4.908,2.398
295,10/23/2018,54.0,413.238,355141,162069,172674,457687,42,46.0,417.682,350134,162354,174606,227786,47,42.0,379.105,309147,137124,151893,406105,50,43.0,363.342,403894,180243,200836,212277,48,51.32332,9.36842,0.0,0.03976,0.01611,0.02095,13.0049,12.2,9.8,16.9,5.0,75.1,0.0,0,0.0,0,4.714,2.846,3.742,2.022
296,10/24/2018,43.0,413.172,355141,162069,172674,475639,42,37.0,416.094,350134,162354,174606,240226,47,39.0,377.42,309147,137124,151893,414417,55,33.0,362.562,403894,180243,200836,216409,48,45.60945,8.65056,0.0,0.03748,0.01774,0.01806,6.22785,12.5,7.6,18.7,0.0,66.0,0.0,0,0.0,0,6.232,3.5,5.002,2.608
297,10/25/2018,39.0,414.111,355141,162069,172674,492101,42,33.0,415.577,350134,162354,174606,246271,47,38.0,377.086,309147,137124,151893,415266,55,29.0,360.668,403894,180243,200836,218516,48,42.04916,8.61431,0.0,0.03418,0.01643,0.01983,4.69215,13.8,7.0,21.2,0.0,55.5,0.0,0,0.0,0,6.446,3.728,5.05,2.552
298,10/26/2018,36.0,415.938,355141,162069,172674,504835,42,31.0,412.418,350134,162354,174606,236505,47,33.0,378.624,309147,137124,151893,419539,55,30.0,365.524,403894,180243,200836,215220,48,42.41896,7.49039,0.0,0.0298,0.01513,0.01327,2.68824,12.2,9.9,14.7,11.0,74.1,0.0,0,0.0,0,2.996,1.976,2.462,1.342
299,10/27/2018,26.0,431.799,355141,162069,172674,484421,42,22.0,405.559,350134,162354,174606,228313,47,30.0,366.115,309147,137124,151893,315048,55,22.0,377.546,403894,180243,200836,180001,48,36.81386,6.21419,0.0,0.01895,0.01378,0.0095,1.90769,8.7,6.2,11.6,0.0,49.6,0.0,0,0.0,0,3.826,2.436,3.406,1.824
300,10/28/2018,13.0,426.501,355141,162069,172674,326182,42,10.0,406.165,350134,162354,174606,154549,47,16.0,354.663,309147,137124,151893,198894,55,9.0,387.886,403894,180243,200836,120290,48,49.33652,8.5563,0.0,0.02421,0.01075,0.01918,1.38118,8.3,5.2,13.5,5.5,77.1,0.0,0,0.0,0,2.49,1.408,1.97,1.018
301,10/29/2018,16.0,412.87,355141,162069,172674,468308,47,14.0,416.384,350134,162354,174606,235904,47,18.0,379.82,309147,137124,151893,407658,56,13.0,367.471,403894,180243,200836,213469,49,53.59292,10.28931,0.0,0.03935,0.01606,0.02165,1.66549,7.2,3.4,11.7,0.0,57.3,0.0,0,0.0,0,4.36,2.718,3.686,1.794
302,10/30/2018,19.0,414.081,355141,162069,172674,473679,47,17.0,417.372,350134,162354,174606,237120,47,23.0,380.459,309147,137124,151893,417162,56,17.0,363.763,403894,180243,200836,215991,49,48.34312,9.2379,0.0,0.03883,0.01588,0.02561,1.39213,6.1,0.7,11.6,0.0,51.3,0.0,0,0.0,0,4.454,2.882,3.794,1.812
303,10/31/2018,22.0,414.069,355141,162069,172674,480491,48,17.0,418.245,350134,162354,174606,242217,47,23.0,381.256,309147,137124,151893,427276,56,18.0,363.26,403894,180243,200836,216902,49,43.85468,8.79559,0.0,0.0372,0.01811,0.02342,1.32754,7.4,3.0,12.6,0.0,55.4,0.0,0,0.0,0,4.752,2.97,3.922,1.878
304,11/1/2018,41.0,416.274,355555,162398,172816,480718,48,32.0,417.556,349247,162168,174109,241235,47,38.0,382.351,308773,137197,151711,424453,56,31.0,363.568,403544,180360,200623,216133,49,42.6655,9.04938,0.0,0.03413,0.0182,0.01969,2.00181,8.4,2.5,15.2,0.0,53.4,0.0,0,0.0,0,5.112,3.046,4.38,2.096
305,11/2/2018,42.0,417.715,355555,162398,172816,519673,48,38.0,414.286,349247,162168,174109,253560,47,40.0,380.343,308773,137197,151711,431036,56,39.0,362.471,403544,180360,200623,221372,49,38.97469,8.62881,0.0,0.03036,0.01429,0.01425,3.65394,10.6,4.0,19.0,0.0,54.9,0.0,0,0.0,0,5.5,3.302,4.648,2.132
306,11/3/2018,58.0,430.458,355555,162398,172816,465465,48,48.0,402.433,349247,162168,174109,224781,47,49.0,362.317,308773,137197,151711,300398,56,46.0,375.797,403544,180360,200623,171069,49,37.99579,7.65716,0.0,0.0183,0.01462,0.00954,10.63602,11.2,5.0,19.1,0.0,56.0,0.0,0,0.0,0,5.074,2.89,4.058,1.954
307,11/4/2018,45.0,430.272,355555,162398,172816,360253,48,40.0,402.513,349247,162168,174109,163297,47,42.0,353.872,308773,137197,151711,209836,56,39.0,385.122,403544,180360,200623,127841,49,45.23964,9.27416,0.0,0.02645,0.0121,0.01755,11.63838,11.6,5.3,19.4,0.0,55.0,0.0,0,0.0,0,4.796,2.82,4.248,1.952
308,11/5/2018,62.0,415.632,355555,162398,172816,470107,48,54.0,416.722,349247,162168,174109,235796,47,54.0,378.492,308773,137197,151711,407938,56,51.0,365.821,403544,180360,200623,214128,49,54.94162,10.93466,0.0,0.04354,0.01755,0.02575,16.01898,11.9,6.6,18.3,0.0,65.5,0.0,0,0.0,0,5.122,3.282,4.478,2.27
309,11/6/2018,104.0,417.094,355555,162398,172816,474086,48,91.0,418.191,349247,162168,174109,236409,47,86.0,379.618,308773,137197,151711,413655,56,90.0,361.96,403544,180360,200623,215168,49,57.44326,11.33347,0.0,0.04163,0.0176,0.02738,33.08577,12.2,8.0,17.5,0.0,70.5,0.0,0,0.0,0,4.956,3.048,4.152,2.188
310,11/7/2018,59.0,415.982,355555,162398,172816,473584,48,55.0,417.623,349247,162168,174109,230861,48,50.0,379.395,308773,137197,151711,417539,56,47.0,362.171,403544,180360,200623,212837,49,50.05438,10.07178,0.0,0.04153,0.01723,0.0285,45.11062,12.8,10.3,15.7,2.0,79.5,0.0,0,0.0,0,3.778,2.364,3.048,1.546
311,11/8/2018,5.0,416.438,355555,162398,172816,462895,48,7.0,416.159,349247,162168,174109,214886,48,10.0,380.845,308773,137197,151711,409070,56,4.0,365.837,403544,180360,200623,206648,49,51.06953,10.46334,0.0,0.03534,0.0209,0.02207,18.38375,11.8,10.5,14.7,64.0,93.8,0.0,0,0.0,0,0.344,0.24,0.286,0.162
312,11/9/2018,43.0,416.565,355555,162398,172816,519206,48,36.0,412.246,349247,162168,174109,251678,48,39.0,378.753,308773,137197,151711,427114,56,34.0,363.649,403544,180360,200623,220668,49,41.79537,8.59981,0.0,0.03287,0.025,0.01662,28.36283,12.1,9.5,15.4,1.0,69.0,0.0,0,0.0,0,4.012,2.554,3.562,1.698
313,11/10/2018,78.0,427.653,355555,162398,172816,450273,48,69.0,404.278,349247,162168,174109,217716,48,63.0,359.638,308773,137197,151711,293853,56,67.0,376.451,403544,180360,200623,169640,49,39.81582,7.69342,0.0,0.01783,0.01355,0.01373,29.99415,11.9,8.8,17.1,0.0,69.1,0.0,0,0.0,0,3.862,2.4,3.2,1.81
314,11/11/2018,71.0,429.013,355555,162398,172816,334134,48,62.0,404.869,349247,162168,174109,156037,48,57.0,350.923,308773,137197,151711,197599,56,64.0,384.852,403544,180360,200623,122576,49,48.2126,8.70857,0.0,0.0244,0.01541,0.02398,30.81111,8.1,5.4,10.9,0.0,67.6,0.0,0,0.0,0,2.94,1.902,2.174,1.368
315,11/12/2018,27.0,415.757,355555,162398,172816,470982,48,25.0,415.136,349247,162168,174109,235390,48,32.0,378.803,308773,137197,151711,407845,56,23.0,365.81,403544,180360,200623,214177,49,53.31738,10.34732,0.0,0.03893,0.0203,0.02188,23.5177,8.1,3.1,15.1,0.0,52.3,0.0,0,0.0,0,4.836,2.97,3.946,1.938
316,11/13/2018,39.0,413.502,355555,162398,172816,470732,48,42.0,416.616,349247,162168,174109,238468,48,42.0,379.773,308773,137197,151711,417400,56,33.0,363.54,403544,180360,200623,216373,49,47.80654,9.83249,0.0,0.03897,0.02421,0.02244,16.77791,8.8,4.1,15.4,0.0,51.6,0.0,0,0.0,0,4.916,3.13,4.248,2.172
317,11/14/2018,33.0,413.124,355555,162398,172816,483909,50,30.0,416.835,349247,162168,174109,238763,48,35.0,380.625,308773,137197,151711,423223,56,25.0,363.304,403544,180360,200623,217024,49,44.46378,9.68022,0.0,0.03413,0.0366,0.01713,12.67593,9.8,4.8,16.6,0.0,55.5,0.0,0,0.0,0,5.12,3.278,4.37,2.138
318,11/15/2018,45.0,415.266,355555,162398,172816,487164,50,45.0,415.606,349247,162168,174109,239198,48,45.0,379.732,308773,137197,151711,416882,56,37.0,363.862,403544,180360,200623,214671,49,45.35566,9.76723,0.0,0.0318,0.02859,0.0237,15.19247,9.7,4.7,16.2,0.0,55.4,0.0,0,0.0,0,4.902,2.902,4.22,2.08
319,11/16/2018,58.0,415.924,355555,162398,172816,519287,50,53.0,411.149,349247,162168,174109,251132,48,54.0,377.273,308773,137197,151711,433390,56,50.0,362.646,403544,180360,200623,218676,49,44.09397,8.77383,0.0,0.03129,0.0311,0.02011,19.71241,8.8,4.2,14.5,0.0,65.1,0.0,0,0.0,0,4.656,2.974,3.69,1.96
320,11/17/2018,33.0,435.825,355555,162398,172816,489853,50,29.0,405.941,349247,162168,174109,215459,48,35.0,363.553,308773,137197,151711,298285,56,29.0,374.782,403544,180360,200623,166252,49,39.6998,8.38227,0.0,0.02123,0.01741,0.0101,15.3326,4.9,0.6,11.4,0.0,50.8,0.0,0,0.0,0,3.574,2.056,2.682,1.554
321,11/18/2018,39.0,428.612,355555,162398,172816,336056,50,35.0,406.408,349247,162168,174109,156811,48,38.0,354.017,308773,137197,151711,201634,56,31.0,387.5,403544,180360,200623,123010,49,50.50395,9.46994,0.0,0.02589,0.02524,0.01671,10.92433,6.1,1.9,10.7,0.0,48.8,0.0,0,0.0,0,3.294,1.956,2.51,1.416
322,11/19/2018,59.0,416.263,355555,162398,172816,467568,50,50.0,415.258,349247,162168,174109,232271,48,57.0,379.258,308773,137197,151711,406460,56,50.0,367.491,403544,180360,200623,212294,49,56.86317,11.36973,0.0,0.03967,0.02714,0.02556,15.70846,6.5,3.3,11.3,0.0,50.4,0.0,0,0.0,0,4.462,2.77,3.6,1.676
323,11/20/2018,49.0,416.659,355555,162398,172816,474251,50,42.0,417.384,349247,162168,174109,236270,48,49.0,380.329,308773,137197,151711,415790,56,39.0,363.655,403544,180360,200623,214961,49,58.66144,10.29657,0.0,0.04004,0.01853,0.01932,11.58086,6.5,0.0,12.7,0.2,39.9,0.0,0,0.0,0,4.452,2.688,3.702,1.642
324,11/21/2018,33.0,416.064,355555,162398,172816,470734,50,30.0,417.006,349247,162168,174109,230797,48,33.0,380.485,308773,137197,151711,414030,56,30.0,364.782,403544,180360,200623,212892,49,66.37662,10.89116,0.0,0.03362,0.02225,0.01676,8.84028,5.8,3.1,8.2,1.0,57.1,0.0,0,0.0,0,3.572,2.14,2.84,1.51
325,11/22/2018,18.0,416.154,355555,162398,172816,492977,50,18.0,416.308,349247,162168,174109,238631,48,25.0,379.215,308773,137197,151711,422161,56,16.0,363.444,403544,180360,200623,217372,49,66.30411,11.05068,0.0,0.03599,0.02659,0.02263,6.10966,2.3,-1.3,7.1,0.0,35.0,0.0,0,0.0,0,3.77,2.26,3.058,1.514
326,11/23/2018,26.0,417.898,355555,162398,172816,512912,50,23.0,413.55,349247,162168,174109,247269,48,28.0,379.715,308773,137197,151711,423695,56,21.0,365.112,403544,180360,200623,218688,49,53.08534,8.61431,0.0,0.02877,0.02044,0.01802,4.21928,1.9,-3.1,7.6,0.0,29.6,0.0,0,0.0,0,3.752,2.17,3.04,1.462
327,11/24/2018,20.0,448.753,355555,162398,172816,448394,50,20.0,438.616,349247,162168,174109,202359,48,23.0,409.759,308773,137197,151711,317948,56,16.0,379.593,403544,180360,200623,167917,49,42.54223,7.71517,0.0,0.01872,0.0183,0.00884,3.92506,2.6,0.3,3.8,10.9,71.1,0.0,0,0.0,0,1.44,0.702,1.012,0.57
328,11/25/2018,45.0,431.625,355555,162398,172816,337472,50,45.0,412.092,349247,162168,174109,158639,48,37.0,375.177,308773,137197,151711,246669,56,38.0,389.976,403544,180360,200623,120639,49,62.06946,9.68022,0.0,0.02375,0.01476,0.01774,11.45424,4.8,1.3,9.8,0.0,77.8,0.0,0,0.0,0,2.636,1.4,1.922,0.936
329,11/26/2018,54.0,418.833,355555,162398,172816,473271,50,61.0,416.673,349247,162168,174109,233550,48,55.0,382.597,308773,137197,151711,405206,56,50.0,367.679,403544,180360,200623,213056,49,58.32064,12.00783,0.0,0.04037,0.01881,0.02631,14.36313,6.3,1.6,13.6,0.0,70.1,0.0,0,0.0,0,4.074,2.472,2.99,1.398
330,11/27/2018,112.0,416.014,355555,162398,172816,467617,50,116.0,417.185,349247,162168,174109,230450,48,115.0,383.175,308773,137197,151711,412861,56,102.0,364.655,403544,180360,200623,214354,49,50.2284,11.43499,0.0,0.04032,0.02915,0.03194,31.42661,7.1,3.1,12.5,0.0,65.0,0.0,0,0.0,0,3.648,2.218,2.886,1.464
331,11/28/2018,129.0,415.874,355555,162398,172816,479068,50,109.0,416.799,349247,162168,174109,236795,48,132.0,381.474,308773,137197,151711,417954,56,109.0,364.124,403544,180360,200623,216942,49,51.5191,11.25371,0.0,0.0366,0.01811,0.03236,45.66209,5.0,2.1,11.1,0.0,27.1,0.0,0,0.0,0,3.918,2.304,2.916,1.486
332,11/29/2018,79.0,417.112,355555,162398,172816,475896,50,66.0,416.126,349247,162168,174109,235838,48,82.0,381.375,308773,137197,151711,419247,56,69.0,364.737,403544,180360,200623,214015,49,50.50395,10.34007,0.0,0.03902,0.01955,0.02212,29.64027,3.5,0.6,6.7,0.0,41.4,0.0,0,0.0,0,3.72,2.21,2.878,1.444
333,11/30/2018,65.0,417.298,355555,162398,172816,509044,50,57.0,413.834,349247,162168,174109,248021,48,66.0,379.419,308773,137197,151711,425514,56,55.0,364.491,403544,180360,200623,220711,49,41.60684,8.83184,0.0,0.02868,0.02593,0.01746,23.9351,2.7,-1.5,8.0,0.0,46.1,0.0,0,0.0,0,3.522,2.206,2.878,1.47
334,12/1/2018,47.0,433.406,355559,162606,172794,436831,50,44.0,408.726,348052,161820,173567,215702,48,53.0,363.627,308221,137209,151359,293451,56,37.0,381.092,403209,180511,200419,165600,49,39.46776,8.35327,0.0,0.01853,0.01313,0.00875,24.3675,5.5,0.8,12.4,0.0,42.3,0.0,0,0.0,0,2.986,1.746,2.424,1.366
335,12/2/2018,42.0,434.222,355559,162606,172794,319590,50,45.0,410.642,348052,161820,173567,156271,48,50.0,356.848,308221,137209,151359,203053,56,40.0,392.162,403209,180511,200419,120329,49,49.56855,10.03553,0.0,0.02123,0.01415,0.01369,14.52332,8.2,2.8,11.8,0.0,50.1,0.0,0,0.0,0,2.892,1.612,2.164,1.138
336,12/3/2018,38.0,420.244,355559,162606,172794,450758,50,39.0,415.747,348052,161820,173567,215112,48,40.0,379.861,308221,137209,151359,394210,56,36.0,371.323,403209,180511,200419,207785,49,55.52896,11.14494,0.0,0.03297,0.01909,0.01657,11.38294,11.5,9.3,13.5,9.5,87.4,0.0,0,0.0,0,1.4,0.682,1.112,0.438
337,12/4/2018,34.0,419.244,355559,162606,172794,466281,50,29.0,418.176,348052,161820,173567,231888,48,35.0,379.976,308221,137209,151359,410777,56,27.0,366.441,403209,180511,200419,214331,49,48.66217,10.94191,0.0,0.03166,0.02277,0.01625,13.66715,6.7,-0.3,11.8,5.0,74.9,0.0,0,0.0,0,2.548,1.52,2.134,1.08
338,12/5/2018,25.0,417.299,355559,162606,172794,469494,50,24.0,417.339,348052,161820,173567,233454,48,31.0,382.451,308221,137209,151359,414899,56,25.0,365.117,403209,180511,200419,215891,49,46.65361,10.11529,0.0,0.03301,0.01755,0.01159,8.05904,0.0,-4.3,3.4,0.0,39.5,0.0,0,0.0,0,3.132,1.878,2.342,1.174
339,12/6/2018,36.0,418.01,355559,162606,172794,481422,50,33.0,416.827,348052,161820,173567,239737,48,38.0,379.783,308221,137209,151359,414986,56,33.0,364.63,403209,180511,200419,216354,49,42.83953,9.876,0.0,0.02896,0.01853,0.01262,5.40074,2.4,-1.0,6.8,0.0,50.5,0.0,0,0.0,0,2.986,1.81,2.408,1.192
340,12/7/2018,18.0,418.205,355559,162606,172794,497484,50,18.0,413.276,348052,161820,173567,234663,48,26.0,380.733,308221,137209,151359,415553,56,16.0,365.802,403209,180511,200419,214715,49,34.60952,8.07773,0.0,0.02538,0.01657,0.008,3.27449,-7.3,-9.6,-1.1,0.0,37.1,0.0,0,0.0,0,1.988,1.188,1.522,0.828
341,12/8/2018,18.0,433.609,355559,162606,172794,409138,50,21.0,412.982,348052,161820,173567,191194,48,27.0,367.393,308221,137209,151359,284987,56,19.0,384.339,403209,180511,200419,156690,49,34.04394,7.80944,0.0,0.01639,0.01913,0.00572,2.06421,-8.3,-11.4,-4.4,0.0,37.1,0.0,0,0.0,0,1.306,0.83,0.862,0.538
342,12/9/2018,21.0,433.704,355559,162606,172794,292155,50,21.0,412.047,348052,161820,173567,138144,48,24.0,358.677,308221,137209,151359,186396,56,20.0,393.679,403209,180511,200419,112662,49,43.54289,9.54245,0.0,0.0196,0.01057,0.00805,2.00637,-7.2,-11.8,-2.1,0.0,27.0,0.0,0,0.0,0,1.252,0.698,0.818,0.51
343,12/10/2018,33.0,421.468,355559,162606,172794,457777,50,33.0,418.334,348052,161820,173567,226386,48,35.0,382.075,308221,137209,151359,397673,56,28.0,371.168,403209,180511,200419,211615,49,45.55144,10.97092,0.0,0.02854,0.0176,0.01033,3.55479,-2.5,-8.1,4.6,0.0,33.3,0.0,0,0.0,0,2.194,1.364,1.75,0.862
344,12/11/2018,30.0,420.58,355559,162606,172794,468573,50,40.0,418.437,348052,161820,173567,231995,48,40.0,385.954,308221,137209,151359,409635,56,30.0,367.862,403209,180511,200419,213993,49,42.34645,10.63012,0.0,0.0304,0.02086,0.01015,4.40253,0.2,-2.4,2.9,0.0,44.8,0.0,0,0.0,0,2.564,1.522,2.186,1.024
345,12/12/2018,44.0,420.91,355559,162606,172794,476119,50,43.0,418.922,348052,161820,173567,237364,48,49.0,384.562,308221,137209,151359,416350,56,39.0,366.809,403209,180511,200419,215936,49,39.7288,10.31832,0.0,0.02943,0.01737,0.00917,4.6813,-1.9,-5.0,2.4,0.0,39.0,0.0,0,0.0,0,2.372,1.482,2.018,0.892
346,12/13/2018,36.0,420.276,355559,162606,172794,490563,50,38.0,417.438,348052,161820,173567,232893,48,37.0,384.54,308221,137209,151359,420401,56,35.0,367.135,403209,180511,200419,218302,49,39.14872,9.75273,0.0,0.02738,0.02007,0.00875,3.11215,-2.2,-5.9,2.1,1.3,57.4,0.0,0,0.0,0,1.508,0.964,1.28,0.666
347,12/14/2018,32.0,421.213,355559,162606,172794,511926,50,29.0,414.511,348052,161820,173567,245032,49,34.0,384.745,308221,137209,151359,423424,56,30.0,367.862,403209,180511,200419,219154,49,32.66623,9.31041,0.0,0.02421,0.01685,0.00651,2.31759,-4.4,-7.8,0.6,0.0,44.3,0.0,0,0.0,0,1.826,1.176,1.648,0.792
348,12/15/2018,50.0,433.128,355559,162606,172794,434584,50,58.0,417.564,348052,161820,173567,218971,49,57.0,367.921,308221,137209,151359,282653,56,48.0,385.619,403209,180511,200419,170487,49,33.07229,8.57805,0.0,0.01667,0.01322,0.00372,4.07003,-2.4,-7.8,3.2,0.0,46.8,0.0,0,0.0,0,1.562,1.108,1.136,0.672
349,12/16/2018,50.0,431.116,355559,162606,172794,310851,51,57.0,417.671,348052,161820,173567,152398,49,48.0,362.01,308221,137209,151359,191643,56,48.0,396.905,403209,180511,200419,121251,49,44.09397,9.69472,0.0,0.01993,0.01061,0.00656,5.23454,0.0,-2.6,2.1,0.3,63.8,0.0,0,0.0,0,1.286,0.942,1.082,0.604
350,12/17/2018,66.0,414.743,355559,162606,172794,464289,51,72.0,419.211,348052,161820,173567,235370,49,68.0,384.314,308221,137209,151359,403126,56,66.0,371.665,403209,180511,200419,208290,49,47.63251,11.07243,0.0,0.03101,0.01536,0.01066,12.46828,1.6,-1.5,5.9,0.3,60.1,0.0,0,0.0,0,2.158,1.324,1.978,0.872
351,12/18/2018,47.0,414.203,355559,162606,172794,471108,51,44.0,418.519,348052,161820,173567,237403,49,48.0,386.344,308221,137209,151359,414228,56,37.0,366.874,403209,180511,200419,211874,49,43.45587,10.65912,0.0,0.02868,0.0162,0.00754,9.95346,2.6,-2.8,7.4,0.0,56.3,0.0,0,0.0,0,2.522,1.62,2.156,0.91
352,12/19/2018,53.0,413.205,355559,162606,172794,479815,51,48.0,417.139,348052,161820,173567,240144,49,51.0,385.366,308221,137209,151359,417807,56,46.0,366.937,403209,180511,200419,213332,49,39.27198,9.15814,0.0,0.03073,0.01611,0.00968,11.96701,4.0,1.3,9.5,0.0,53.4,0.0,0,0.0,0,2.65,1.634,2.342,1.0
353,12/20/2018,54.0,413.334,355559,162606,172794,511881,51,55.0,415.719,348052,161820,173567,253764,49,58.0,383.437,308221,137209,151359,442064,56,49.0,366.839,403209,180511,200419,222861,49,38.65564,8.259,0.0,0.03059,0.01816,0.0101,15.05156,3.4,-1.1,10.4,0.0,45.5,0.0,0,0.0,0,2.64,1.744,2.458,1.058
354,12/21/2018,71.0,418.604,355559,162606,172794,533989,51,73.0,410.829,348052,161820,173567,258516,49,77.0,383.324,308221,137209,151359,432664,56,63.0,366.989,403209,180511,200419,219487,49,34.25422,7.46138,0.0,0.02239,0.01578,0.00749,14.71239,5.6,0.4,9.8,0.0,40.1,0.0,0,0.0,0,2.648,1.674,2.472,1.094
355,12/22/2018,84.0,431.062,355559,162606,172794,447130,51,82.0,406.127,348052,161820,173567,220022,49,86.0,365.871,308221,137209,151359,291958,56,80.0,384.493,403209,180511,200419,167910,49,35.38539,6.63476,0.0,0.01443,0.01289,0.00409,16.43465,6.9,2.9,12.4,0.0,48.9,0.0,0,0.0,0,1.958,1.312,1.516,0.952
356,12/23/2018,50.0,431.137,355559,162606,172794,336585,51,46.0,403.283,348052,161820,173567,161320,49,55.0,354.881,308221,137209,151359,195759,56,47.0,392.898,403209,180511,200419,120455,49,44.6233,7.21485,0.0,0.01401,0.0128,0.00549,12.3268,2.4,-3.4,7.5,0.0,43.0,0.0,0,0.0,0,1.6,1.09,1.198,0.74
357,12/24/2018,21.0,422.638,355559,162606,172794,490352,51,18.0,403.252,348052,161820,173567,234422,49,25.0,373.986,308221,137209,151359,381716,56,19.0,376.086,403209,180511,200419,201052,49,36.56732,6.67826,0.0,0.01913,0.01764,0.0047,5.56401,-2.3,-5.9,3.1,0.0,35.9,0.0,0,0.0,0,1.872,1.068,1.752,0.86
358,12/25/2018,36.0,433.649,355559,162606,172794,340473,51,31.0,401.818,348052,161820,173567,164289,49,35.0,358.402,308221,137209,151359,207379,56,29.0,393.329,403209,180511,200419,122167,49,41.71561,6.95381,0.0,0.01466,0.01448,0.00409,5.43171,0.6,-4.0,5.2,0.0,53.4,0.0,0,0.0,0,1.502,0.93,1.162,0.708
359,12/26/2018,44.0,416.887,355559,162606,172794,473987,51,44.0,402.132,348052,161820,173567,240043,49,53.0,378.411,308221,137209,151359,396329,56,40.0,371.169,403209,180511,200419,209643,49,48.18359,8.8826,0.0,0.02337,0.01932,0.00698,6.70109,-1.5,-7.1,3.0,0.0,40.8,0.0,0,0.0,0,2.162,1.274,1.766,0.894
360,12/27/2018,24.0,415.781,355559,162606,172794,454315,51,23.0,399.712,348052,161820,173567,216635,49,36.0,379.569,308221,137209,151359,386626,56,22.0,369.175,403209,180511,200419,201702,49,43.82568,8.44753,0.0,0.02426,0.01704,0.00465,2.92904,-10.1,-12.5,-6.5,0.0,28.3,0.0,0,0.0,0,1.406,0.768,1.12,0.64
