date,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
10/22/2018,0.8,0.61938332,0.460187493,-0.661940299,0.467934377,0.645594761,-0.333333333,0.541666667,1.167584698,0.861531804,-0.451373255,0.761383285,0.682420968,-0.09375,0.444444444,0.662124497,0.68002802,1.133333333,0.698637993,0.462517993,-0.3,0.541666667,0.14923659,0.833995327,-0.348667729,0.79280519,0.499723909,-0.055555556,0.550750076,0.251631483,0,0.639697322,-0.110629067,0.958199357,0.720090453,0.005681818,-0.021978022,0.068571429,0,-0.506912442,0,0,0,0,0.110536522,0.010135135,0.011535402,-0.059782609
10/23/2018,0.84,0.559529106,0.460187493,-0.661940299,0.467934377,0.590330172,-0.333333333,0.625,1.170716064,0.861531804,-0.451373255,0.761383285,0.565227424,-0.09375,0.296296296,0.693093837,0.68002802,1.133333333,0.698637993,0.484758812,-0.3,0.5,-0.022024051,0.833995327,-0.348667729,0.79280519,0.492112764,-0.055555556,0.254633769,-0.101309693,0,0.633876601,-0.171366594,0.872186495,1.280719108,-0.096590909,0.032967033,-0.142857143,16.66666667,0.649769585,0,0,0,0,-0.165804783,-0.179054054,-0.220365951,-0.173309179
10/24/2018,0.4,0.557270456,0.460187493,-0.661940299,0.467934377,0.708004221,-0.333333333,0.25,1.110805101,0.861531804,-0.451373255,0.761383285,0.734081685,-0.09375,0.185185185,0.606121606,0.68002802,1.133333333,0.698637993,0.540407726,-0.05,0.083333333,-0.074719632,0.833995327,-0.348667729,0.79280519,0.553777963,-0.055555556,-0.093115396,-0.424839105,0,0.501164144,0.182212581,0.639871383,0.358628835,-0.079545455,-0.087912088,-0.04,0,0.230414747,0,0,0,0,0.079508727,-0.021235521,0.030230708,0.003623188
10/25/2018,0.24,0.58940488,0.460187493,-0.661940299,0.467934377,0.81591143,-0.333333333,0.083333333,1.091300083,0.861531804,-0.451373255,0.761383285,0.816133455,-0.09375,0.148148148,0.588882007,0.68002802,1.133333333,0.698637993,0.546091789,-0.05,-0.083333333,-0.202675314,0.833995327,-0.348667729,0.79280519,0.585222439,-0.055555556,-0.309796537,-0.441176471,0,0.309080326,-0.101952278,0.782154341,0.149680393,-0.005681818,-0.120879121,0.102857143,0,-0.253456221,0,0,0,0,0.114091791,0.033783784,0.039777247,-0.013285024
10/26/2018,0.12,0.651928408,0.460187493,-0.661940299,0.467934377,0.89938187,-0.333333333,0,0.97211952,0.861531804,-0.451373255,0.761383285,0.683574715,-0.09375,-0.037037037,0.668266749,0.68002802,1.133333333,0.698637993,0.574699561,-0.05,-0.041666667,0.125388461,0.833995327,-0.348667729,0.79280519,0.536033549,-0.055555556,-0.287290313,-0.947711417,0,0.054132712,-0.383947939,0.254823151,-0.122973035,-0.096590909,0.038461538,-0.268571429,36.66666667,0.603686636,0,0,0,0,-0.443438914,-0.388996139,-0.474940334,-0.378623188
10/27/2018,-0.28,1.194722973,0.460187493,-0.661940299,0.467934377,0.76556959,-0.333333333,-0.375,0.713347921,0.861531804,-0.451373255,0.761383285,0.572380655,-0.09375,-0.148148148,0.022607618,0.68002802,1.133333333,0.698637993,-0.12486861,-0.05,-0.375,0.937576003,0.833995327,-0.348667729,0.79280519,0.010431746,-0.055555556,-0.628419677,-1.522876819,0,-0.5774156,-0.676789588,-0.048231511,-0.229175227,-0.295454545,-0.164835165,-0.445714286,0,-0.525345622,0,0,0,0,-0.309308339,-0.277992278,-0.287191726,-0.233091787
10/28/2018,-0.8,1.01341501,0.460187493,-0.661940299,0.467934377,-0.271675505,-0.333333333,-0.875,0.736210669,0.861531804,-0.451373255,0.761383285,-0.428854533,-0.09375,-0.666666667,-0.568493858,0.68002802,1.133333333,0.698637993,-0.902520671,-0.05,-0.916666667,1.636130253,0.833995327,-0.348667729,0.79280519,-0.880684108,-0.055555556,0.133716065,-0.467320762,0,-0.271245634,-1.334056399,0.729903537,-0.300812555,-0.318181818,-0.21978022,-0.337142857,18.33333333,0.741935484,0,0,0,0,-0.525210084,-0.526061776,-0.572792363,-0.476449275
10/29/2018,-0.68,0.546935423,0.460187493,-0.661940299,0.467934377,0.659950051,-0.148148148,-0.708333333,1.12174602,0.861531804,-0.451373255,0.761383285,0.675417046,-0.09375,-0.592592593,0.729998968,0.68002802,1.133333333,0.698637993,0.495156161,0,-0.75,0.25692474,0.833995327,-0.348667729,0.79280519,0.509901951,0,0.392762831,0.313722486,0,0.610011641,-0.182212581,0.928456592,-0.262129133,-0.380681818,-0.318681319,-0.44,0,-0.170506912,0,0,0,0,-0.223012282,-0.209942085,-0.23150358,-0.242149758
10/30/2018,-0.56,0.588378221,0.460187493,-0.661940299,0.467934377,0.695156564,-0.148148148,-0.583333333,1.159020599,0.861531804,-0.451373255,0.761383285,0.691922414,-0.09375,-0.407407407,0.762981315,0.68002802,1.133333333,0.698637993,0.558785525,0,-0.583333333,0.006418052,0.833995327,-0.348667729,0.79280519,0.547539809,0,0.073257213,-0.160133223,0,0.579743888,-0.221258134,1.246784566,-0.29932269,-0.443181818,-0.467032967,-0.445714286,0,-0.447004608,0,0,0,0,-0.20782159,-0.170366795,-0.210023866,-0.236714976
10/31/2018,-0.44,0.587967558,0.460187493,-0.661940299,0.467934377,0.739808727,-0.111111111,-0.583333333,1.191956538,0.861531804,-0.451373255,0.761383285,0.761106511,-0.09375,-0.407407407,0.804118922,0.68002802,1.133333333,0.698637993,0.626498845,0,-0.541666667,-0.027563843,0.833995327,-0.348667729,0.79280519,0.561135404,0,-0.199911631,-0.359476123,0,0.484866123,0.262472885,1.07073955,-0.308110851,-0.369318182,-0.340659341,-0.388571429,0,-0.258064516,0,0,0,0,-0.159663866,-0.149131274,-0.184566428,-0.21678744
11/1/2018,0.32,0.663426987,0.509315296,-0.580099502,0.494407159,0.741296696,-0.111111111,0.041666667,1.165962424,0.66962354,-0.493246285,0.61815562,0.74777734,-0.09375,0.148148148,0.860637968,0.650918431,1.2,0.672544803,0.607598835,0,0,-0.006755844,0.793107477,-0.322022318,0.750933753,0.549658991,0,-0.272285757,-0.245096537,0,0.306169965,0.281995662,0.770900322,-0.216369193,-0.3125,-0.368131868,-0.24,0,-0.350230415,0,0,0,0,-0.101486749,-0.130791506,-0.093476531,-0.150966184
11/2/2018,0.36,0.712740837,0.509315296,-0.580099502,0.494407159,0.996643877,-0.111111111,0.291666667,1.04259413,0.66962354,-0.493246285,0.61815562,0.91507065,-0.09375,0.222222222,0.756993909,0.650918431,1.2,0.672544803,0.651672078,0,0.333333333,-0.08086745,0.793107477,-0.322022318,0.750933753,0.627844852,0,-0.496910415,-0.434641524,0,0.086728754,-0.566160521,0.333601286,0.008420798,-0.1875,-0.285714286,-0.022857143,0,-0.281105991,0,0,0,0,-0.038784745,-0.069015444,-0.04017502,-0.140096618
11/3/2018,1,1.14883132,0.509315296,-0.580099502,0.494407159,0.641314394,-0.111111111,0.708333333,0.595412359,0.66962354,-0.493246285,0.61815562,0.524439075,-0.09375,0.555555556,-0.173428306,0.650918431,1.2,0.672544803,-0.22295049,0,0.625,0.819416295,0.793107477,-0.322022318,0.750933753,-0.12286776,0,-0.556486789,-0.872550522,0,-0.615250291,-0.494577007,-0.045016077,0.9584076,-0.153409091,-0.230769231,-0.017142857,0,-0.230414747,0,0,0,0,-0.107627666,-0.168436293,-0.1575179,-0.19384058
11/4/2018,0.48,1.142466035,0.509315296,-0.580099502,0.494407159,-0.048342587,-0.111111111,0.375,0.598430544,0.66962354,-0.493246285,0.61815562,-0.31011361,-0.09375,0.296296296,-0.609321771,0.650918431,1.2,0.672544803,-0.829263884,0,0.333333333,1.44939873,0.793107477,-0.322022318,0.750933753,-0.767994389,0,-0.115622229,-0.14379135,0,-0.140861467,-1.041214751,0.598874598,1.094789419,-0.130681818,-0.214285714,0,0,-0.276497696,0,0,0,0,-0.152553329,-0.185328185,-0.119729515,-0.194444444
11/5/2018,1.16,0.641456487,0.509315296,-0.580099502,0.494407159,0.671742365,-0.111111111,0.958333333,1.13449785,0.66962354,-0.493246285,0.61815562,0.673951108,-0.09375,0.740740741,0.661453494,0.650918431,1.2,0.672544803,0.497030764,0,0.833333333,0.145453317,0.793107477,-0.322022318,0.750933753,0.519736744,0,0.474845429,0.60457266,0,0.853899884,0.140997831,1.258038585,1.69081699,-0.113636364,-0.142857143,-0.062857143,0,0.207373272,0,0,0,0,-0.099870718,-0.073841699,-0.07398568,-0.098429952
11/6/2018,2.84,0.691488998,0.509315296,-0.580099502,0.494407159,0.69782442,-0.111111111,2.5,1.189919264,0.66962354,-0.493246285,0.61815562,0.68227166,-0.09375,1.925925926,0.719572623,0.650918431,1.2,0.672544803,0.535306129,0,2.458333333,-0.115389812,0.793107477,-0.322022318,0.750933753,0.53525751,0,0.627096569,0.784310721,0,0.742724098,0.151843818,1.389067524,4.012936653,-0.096590909,-0.065934066,-0.108571429,0,0.437788018,0,0,0,0,-0.126696833,-0.13030888,-0.138822593,-0.123188406
11/7/2018,1.04,0.653434174,0.509315296,-0.580099502,0.494407159,0.694533846,-0.111111111,1,1.168490153,0.66962354,-0.493246285,0.61815562,0.606965917,-0.0625,0.592592593,0.708062352,0.650918431,1.2,0.672544803,0.561309544,0,0.666666667,-0.101134982,0.793107477,-0.322022318,0.750933753,0.5004701,0,0.177405406,0.215684772,0,0.736903376,0.071583514,1.479099678,5.64904635,-0.0625,0.06043956,-0.211428571,6.666666667,0.852534562,0,0,0,0,-0.317065288,-0.295366795,-0.358392999,-0.317028986
11/8/2018,-1.12,0.669039389,0.509315296,-0.580099502,0.494407159,0.624468232,-0.111111111,-1,1.113257376,0.66962354,-0.493246285,0.61815562,0.390129355,-0.0625,-0.888888889,0.782904924,0.650918431,1.2,0.672544803,0.504609514,0,-1.125,0.146534252,0.793107477,-0.322022318,0.750933753,0.408106616,0,0.239187974,0.39215536,0,0.376600698,0.867678959,0.96221865,2.012569289,-0.119318182,0.071428571,-0.268571429,213.3333333,1.511520737,0,0,0,0,-0.872010343,-0.807915058,-0.907716786,-0.734903382
11/9/2018,0.4,0.673385579,0.509315296,-0.580099502,0.494407159,0.993582726,-0.111111111,0.208333333,0.965630423,0.66962354,-0.493246285,0.61815562,0.889525335,-0.0625,0.185185185,0.674925157,0.650918431,1.2,0.672544803,0.625414254,0,0.125,-0.00128361,0.793107477,-0.322022318,0.750933753,0.617338487,0,-0.325242331,-0.447711417,0,0.232828871,1.757049892,0.524115756,3.370330056,-0.102272727,0.016483516,-0.228571429,3.333333333,0.368663594,0,0,0,0,-0.279250162,-0.249517375,-0.256165473,-0.271135266
11/10/2018,1.8,1.052838712,0.509315296,-0.580099502,0.494407159,0.541731943,-0.111111111,1.583333333,0.665019241,0.66962354,-0.493246285,0.61815562,0.428542343,-0.0625,1.074074074,-0.311706411,0.650918431,1.2,0.672544803,-0.266769323,0,1.5,0.863599514,0.793107477,-0.322022318,0.750933753,-0.14419389,0,-0.445718796,-0.85620865,0,-0.642607683,-0.726681128,0.291800643,3.592288623,-0.113636364,-0.021978022,-0.131428571,0,0.373271889,0,0,0,0,-0.303490627,-0.286679537,-0.328162291,-0.237318841
11/11/2018,1.52,1.099380582,0.509315296,-0.580099502,0.494407159,-0.219550725,-0.111111111,1.291666667,0.687316079,0.66962354,-0.493246285,0.61815562,-0.408657174,-0.0625,0.851851852,-0.761536079,0.650918431,1.2,0.672544803,-0.911190707,0,1.375,1.431157952,0.793107477,-0.322022318,0.750933753,-0.846568269,0,0.065313696,-0.398694814,0,-0.260186263,-0.323210412,1.115755627,3.703444785,-0.329545455,-0.208791209,-0.485714286,0,0.304147465,0,0,0,0,-0.452488688,-0.406853282,-0.53221957,-0.370772947
11/12/2018,-0.24,0.645734232,0.509315296,-0.580099502,0.494407159,0.677477926,-0.111111111,-0.25,1.074662341,0.66962354,-0.493246285,0.61815562,0.66844027,-0.0625,-0.074074074,0.677505936,0.650918431,1.2,0.672544803,0.496408128,0,-0.333333333,0.144710174,0.793107477,-0.322022318,0.750933753,0.520468011,0,0.37599332,0.339866777,0,0.58556461,0.737527115,0.946945338,2.7110982,-0.329545455,-0.335164835,-0.245714286,0,-0.400921659,0,0,0,0,-0.146089205,-0.149131274,-0.179793158,-0.198671498
11/13/2018,0.24,0.568563704,0.509315296,-0.580099502,0.494407159,0.675839195,-0.111111111,0.458333333,1.130498755,0.66962354,-0.493246285,0.61815562,0.710219483,-0.0625,0.296296296,0.727573036,0.650918431,1.2,0.672544803,0.560378938,0,0.083333333,-0.00864748,0.793107477,-0.322022318,0.750933753,0.553240706,0,0.040600669,0.107840133,0,0.587892899,1.585683297,0.991961415,1.794077549,-0.289772727,-0.28021978,-0.228571429,0,-0.433179724,0,0,0,0,-0.133160957,-0.110521236,-0.119729515,-0.128019324
11/14/2018,0,0.555627802,0.509315296,-0.580099502,0.494407159,0.762213468,-0.037037037,-0.041666667,1.138761035,0.66962354,-0.493246285,0.61815562,0.714223664,-0.0625,0.037037037,0.771549499,0.650918431,1.2,0.672544803,0.599363974,0,-0.25,-0.024591271,0.793107477,-0.322022318,0.750933753,0.562956109,0,-0.162841481,0.039214184,0,0.306169965,4.273318872,0.56511254,1.235959214,-0.232954545,-0.241758242,-0.16,0,-0.253456221,0,0,0,0,-0.100193924,-0.07480695,-0.095465394,-0.138285024
11/15/2018,0.48,0.628931248,0.509315296,-0.580099502,0.494407159,0.783549755,-0.037037037,0.583333333,1.092394175,0.66962354,-0.493246285,0.61815562,0.720128134,-0.0625,0.407407407,0.725456798,0.650918431,1.2,0.672544803,0.556910923,0,0.25,0.013106337,0.793107477,-0.322022318,0.750933753,0.527840375,0,-0.10856119,0.078428368,0,0.170547148,2.535791757,1.093247588,1.578361448,-0.238636364,-0.247252747,-0.182857143,0,-0.258064516,0,0,0,0,-0.1354234,-0.165540541,-0.125298329,-0.155797101
11/16/2018,1,0.6514493,0.509315296,-0.580099502,0.494407159,0.994113676,-0.037037037,0.916666667,0.924243567,0.66962354,-0.493246285,0.61815562,0.882114207,-0.0625,0.740740741,0.598534118,0.650918431,1.2,0.672544803,0.667432129,0,0.791666667,-0.069044724,0.793107477,-0.322022318,0.750933753,0.58761025,0,-0.185348314,-0.369283049,0,0.140861467,3.080260304,0.804662379,2.193347719,-0.289772727,-0.274725275,-0.28,0,0.188940092,0,0,0,0,-0.175177763,-0.148166023,-0.230708035,-0.192028986
11/17/2018,0,1.332500599,0.509315296,-0.580099502,0.494407159,0.801175954,-0.037037037,-0.083333333,0.727759753,0.66962354,-0.493246285,0.61815562,0.397906967,-0.0625,0.037037037,-0.109631465,0.650918431,1.2,0.672544803,-0.237097044,0,-0.083333333,0.75084448,0.793107477,-0.322022318,0.750933753,-0.194755772,0,-0.452779835,-0.545753637,0,-0.444703143,0.110629067,0,1.597427636,-0.511363636,-0.472527473,-0.457142857,0,-0.470046083,0,0,0,0,-0.350032321,-0.36969112,-0.431185362,-0.314613527
11/18/2018,0.24,1.085657575,0.509315296,-0.580099502,0.494407159,-0.206952156,-0.037037037,0.166666667,0.745378405,0.66962354,-0.493246285,0.61815562,-0.39815129,-0.0625,0.148148148,-0.601837514,0.650918431,1.2,0.672544803,-0.884176347,0,0,1.610052696,0.793107477,-0.322022318,0.750933753,-0.840091334,0,0.204766475,-0.055556056,0,-0.173457509,1.809110629,0.531350482,0.997635265,-0.443181818,-0.401098901,-0.497142857,0,-0.562211982,0,0,0,0,-0.395281189,-0.393822394,-0.465393795,-0.356280193
11/19/2018,1.04,0.663050546,0.509315296,-0.580099502,0.494407159,0.655099405,-0.037037037,0.791666667,1.079265072,0.66962354,-0.493246285,0.61815562,0.626104543,-0.0625,0.851851852,0.700991019,0.650918431,1.2,0.672544803,0.48713554,0,0.791666667,0.258275909,0.793107477,-0.322022318,0.750933753,0.492366469,0,0.591791984,0.800652593,0,0.628637951,2.221258134,1.242765273,1.648567417,-0.420454545,-0.324175824,-0.462857143,0,-0.488479263,0,0,0,0,-0.206528765,-0.197393822,-0.248607796,-0.277777778
11/20/2018,0.64,0.676602443,0.509315296,-0.580099502,0.494407159,0.698905983,-0.037037037,0.458333333,1.159473327,0.66962354,-0.493246285,0.61815562,0.680384944,-0.0625,0.555555556,0.756271291,0.650918431,1.2,0.672544803,0.549599973,0,0.333333333,-0.00087826,0.793107477,-0.322022318,0.750933753,0.532168281,0,0.701235651,0.316994466,0,0.650174622,0.353579176,0.741157556,1.086963206,-0.420454545,-0.505494505,-0.382857143,0.666666667,-0.97235023,0,0,0,0,-0.208144796,-0.217181467,-0.2283214,-0.288043478
11/21/2018,0,0.656240375,0.509315296,-0.580099502,0.494407159,0.675852304,-0.037037037,-0.041666667,1.145212405,0.66962354,-0.493246285,0.61815562,0.606097213,-0.0625,-0.037037037,0.76432332,0.650918431,1.2,0.672544803,0.537816758,0,-0.041666667,0.0752601,0.793107477,-0.322022318,0.750933753,0.50129091,0,1.170785606,0.584967821,0,0.276484284,1.160520607,0.535369775,0.71407793,-0.460227273,-0.335164835,-0.64,3.333333333,-0.179723502,0,0,0,0,-0.350355527,-0.349420849,-0.399761337,-0.327898551
11/22/2018,-0.6,0.659320352,0.509315296,-0.580099502,0.494407159,0.821653546,-0.037037037,-0.541666667,1.118878744,0.66962354,-0.493246285,0.61815562,0.712431963,-0.0625,-0.333333333,0.698771549,0.650918431,1.2,0.672544803,0.592253875,0,-0.625,-0.01513309,0.793107477,-0.322022318,0.750933753,0.568149596,0,1.166372609,0.656861243,0,0.41443539,2.101952278,1.007234727,0.342547819,-0.659090909,-0.576923077,-0.702857143,0,-1.198156682,0,0,0,0,-0.318358112,-0.32046332,-0.356404137,-0.326690821
11/23/2018,-0.28,0.719003456,0.509315296,-0.580099502,0.494407159,0.952326016,-0.037037037,-0.333333333,1.014826832,0.66962354,-0.493246285,0.61815562,0.829679801,-0.0625,-0.222222222,0.724579333,0.650918431,1.2,0.672544803,0.602524018,0,-0.416666667,0.097554385,0.793107477,-0.322022318,0.750933753,0.587789335,0,0.361871242,-0.441176471,0,-0.005820722,0.767895879,0.636655949,0.085341363,-0.681818182,-0.675824176,-0.674285714,0,-1.447004608,0,0,0,0,-0.321266968,-0.342181467,-0.359984089,-0.342391304
11/24/2018,-0.52,1.774922145,0.509315296,-0.580099502,0.494407159,0.529415235,-0.037037037,-0.458333333,1.96049951,0.66962354,-0.493246285,0.61815562,0.2200942,-0.0625,-0.407407407,2.275317436,0.650918431,1.2,0.672544803,-0.105453085,0,-0.625,1.075868126,0.793107477,-0.322022318,0.750933753,-0.169907622,0,-0.279788035,-0.84640623,0,-0.59080326,0.303687636,-0.101286174,0.045309579,-0.642045455,-0.489010989,-0.891428571,36.33333333,0.465437788,0,0,0,0,-0.694893342,-0.696428571,-0.763325378,-0.611714976
11/25/2018,0.48,1.188768352,0.509315296,-0.580099502,0.494407159,-0.197670379,-0.037037037,0.583333333,0.959820418,0.66962354,-0.493246285,0.61815562,-0.373338944,-0.0625,0.111111111,0.490347889,0.650918431,1.2,0.672544803,-0.582666622,0,0.291666667,1.777327388,0.793107477,-0.322022318,0.750933753,-0.875475697,0,0.90864956,0.039214184,0,-0.298020955,-0.464208243,0.61414791,1.069735199,-0.517045455,-0.434065934,-0.548571429,0,0.774193548,0,0,0,0,-0.501616031,-0.527992278,-0.582338902,-0.501207729
11/26/2018,0.84,0.751000992,0.509315296,-0.580099502,0.494407159,0.692482154,-0.037037037,1.25,1.132649211,0.66962354,-0.493246285,0.61815562,0.643465041,-0.0625,0.777777778,0.873335398,0.650918431,1.2,0.672544803,0.478739999,0,0.791666667,0.270976895,0.793107477,-0.322022318,0.750933753,0.503738415,0,0.680494382,1.088235294,0,0.669383003,0.414316703,1.303054662,1.465520854,-0.431818182,-0.417582418,-0.331428571,0,0.419354839,0,0,0,0,-0.269230769,-0.269305019,-0.369928401,-0.361714976
11/27/2018,3.16,0.654529277,0.509315296,-0.580099502,0.494407159,0.655420597,-0.037037037,3.541666667,1.151965593,0.66962354,-0.493246285,0.61815562,0.601387211,-0.0625,3,0.903169196,0.650918431,1.2,0.672544803,0.529990292,0,2.958333333,0.066680178,0.793107477,-0.322022318,0.750933753,0.523109526,0,0.187996356,0.830064358,0,0.666472643,2.657266811,1.75562701,3.787190156,-0.386363636,-0.335164835,-0.394285714,0,0.184331797,0,0,0,0,-0.338073691,-0.330598456,-0.39061257,-0.34178744
11/28/2018,3.84,0.649738202,0.509315296,-0.580099502,0.494407159,0.730481066,-0.037037037,3.25,1.137402852,0.66962354,-0.493246285,0.61815562,0.687511028,-0.0625,3.62962963,0.815371116,0.650918431,1.2,0.672544803,0.564087972,0,3.25,0.030806648,0.793107477,-0.322022318,0.750933753,0.561732356,0,0.266549044,0.74836401,0,0.449941793,0.262472885,1.789389068,5.724079753,-0.505681818,-0.39010989,-0.474285714,0,-1.562211982,0,0,0,0,-0.294440853,-0.30984556,-0.384645982,-0.335144928
11/29/2018,1.84,0.692104993,0.509315296,-0.580099502,0.494407159,0.709688838,-0.037037037,1.458333333,1.112012375,0.66962354,-0.493246285,0.61815562,0.674521195,-0.0625,1.777777778,0.810261175,0.650918431,1.2,0.672544803,0.572744619,0,1.583333333,0.07221997,0.793107477,-0.322022318,0.750933753,0.518050353,0,0.204766475,0.336599304,0,0.59080326,0.57483731,0.966237942,3.544139457,-0.590909091,-0.472527473,-0.725714286,0,-0.903225806,0,0,0,0,-0.326438268,-0.332528958,-0.39220366,-0.347826087
11/30/2018,1.28,0.698470278,0.509315296,-0.580099502,0.494407159,0.926971558,-0.037037037,1.083333333,1.025541387,0.66962354,-0.493246285,0.61815562,0.839887069,-0.0625,1.185185185,0.709301125,0.650918431,1.2,0.672544803,0.614702239,0,1,0.055600595,0.793107477,-0.322022318,0.750933753,0.617980211,0,-0.336716367,-0.343138757,0,-0.011059371,1.958785249,0.591639871,2.767889943,-0.636363636,-0.587912088,-0.651428571,0,-0.686635945,0,0,0,0,-0.358435682,-0.333494208,-0.39220366,-0.339975845
12/1/2018,0.56,1.249717669,0.509789961,-0.528358209,0.490305742,0.453620614,-0.037037037,0.541666667,0.832830303,0.411077456,-0.571589374,0.461959654,0.401205326,-0.0625,0.703703704,-0.105811913,0.607954545,1.210958904,0.622078853,-0.269460717,0,0.25,1.177138225,0.753971963,-0.287633796,0.710831531,-0.204486098,0,-0.466901913,-0.558823529,0,-0.601862631,-0.817787419,-0.1085209,2.826722597,-0.477272727,-0.461538462,-0.4,0,-0.861751152,0,0,0,0,-0.445054945,-0.444498069,-0.482498011,-0.371376812
12/2/2018,0.36,1.277642791,0.509789961,-0.528358209,0.490305742,-0.314885584,-0.037037037,0.583333333,0.905115823,0.411077456,-0.571589374,0.461959654,-0.405480977,-0.0625,0.592592593,-0.455713843,0.607954545,1.210958904,0.622078853,-0.874676129,0,0.375,1.925010134,0.753971963,-0.287633796,0.710831531,-0.880102079,0,0.147837534,0.199347407,0,-0.444703143,-0.596529284,0.288585209,1.48731642,-0.323863636,-0.351648352,-0.434285714,0,-0.502304147,0,0,0,0,-0.460245637,-0.476833977,-0.534208433,-0.440217391
12/3/2018,0.2,0.799288183,0.509789961,-0.528358209,0.490305742,0.544911082,-0.037037037,0.333333333,1.097713725,0.411077456,-0.571589374,0.461959654,0.393196965,-0.0625,0.222222222,0.732115206,0.607954545,1.210958904,0.622078853,0.405121682,0,0.208333333,0.517159843,0.753971963,-0.287633796,0.710831531,0.425074992,0,0.510591254,0.6993429,0,0.238649593,0.47505423,0.520096463,1.06003407,-0.136363636,0.005494505,-0.337142857,31.66666667,1.216589862,0,0,0,0,-0.701357466,-0.701254826,-0.743436754,-0.651570048
12/4/2018,0.04,0.765066219,0.509789961,-0.528358209,0.490305742,0.646663214,-0.037037037,-0.083333333,1.189353354,0.411077456,-0.571589374,0.461959654,0.620905895,-0.0625,0.037037037,0.738050996,0.607954545,1.210958904,0.622078853,0.516037894,0,-0.166666667,0.187339549,0.753971963,-0.287633796,0.710831531,0.522766278,0,0.092674766,0.607840133,0,0.162398137,1.273318872,0.49437299,1.370825317,-0.409090909,-0.521978022,-0.434285714,16.66666667,0.640552995,0,0,0,0,-0.515837104,-0.499034749,-0.54017502,-0.457729469
12/5/2018,-0.32,0.6985045,0.509789961,-0.528358209,0.490305742,0.667724195,-0.037037037,-0.291666667,1.157775598,0.411077456,-0.571589374,0.461959654,0.642161986,-0.0625,-0.111111111,0.865799525,0.607954545,1.210958904,0.622078853,0.54363472,0,-0.25,0.097892177,0.753971963,-0.287633796,0.710831531,0.546047428,0,-0.029567263,0.235294118,0,0.240977881,0.140997831,0.11977492,0.607781857,-0.789772727,-0.741758242,-0.914285714,0,-0.99078341,0,0,0,0,-0.421460892,-0.412644788,-0.498806683,-0.429347826
12/6/2018,0.12,0.722836316,0.509789961,-0.528358209,0.490305742,0.745911364,-0.037037037,0.083333333,1.138459217,0.411077456,-0.571589374,0.461959654,0.727444247,-0.0625,0.148148148,0.728089192,0.607954545,1.210958904,0.622078853,0.544217186,0,0.083333333,0.064991217,0.753971963,-0.287633796,0.710831531,0.552957154,0,-0.261694199,0.127449478,0,0.00523865,0.353579176,0.202572347,0.246091656,-0.653409091,-0.56043956,-0.72,0,-0.483870968,0,0,0,0,-0.445054945,-0.429054054,-0.485680191,-0.423913043
12/7/2018,-0.6,0.729509599,0.509789961,-0.528358209,0.490305742,0.851196602,-0.037037037,-0.541666667,1.00448955,0.411077456,-0.571589374,0.461959654,0.65857234,-0.0625,-0.296296296,0.777123981,0.607954545,1.210958904,0.622078853,0.548013256,0,-0.625,0.144169707,0.753971963,-0.287633796,0.710831531,0.528497023,0,-0.762576981,-0.683005534,0,-0.20314319,-0.071583514,-0.168810289,-0.043207441,-1.204545455,-1.032967033,-1.171428571,0,-1.101382488,0,0,0,0,-0.606334842,-0.579150579,-0.661893397,-0.533816425
12/8/2018,-0.6,1.256664727,0.509789961,-0.528358209,0.490305742,0.27209502,-0.037037037,-0.416666667,0.993397721,0.411077456,-0.571589374,0.461959654,0.068546143,-0.0625,-0.259259259,0.088572313,0.607954545,1.210958904,0.622078853,-0.326127272,0,-0.5,1.396500473,0.753971963,-0.287633796,0.710831531,-0.337457281,0,-0.79699848,-0.803920066,0,-0.726426077,0.48373102,-0.352090032,-0.207879004,-1.261363636,-1.131868132,-1.36,0,-1.101382488,0,0,0,0,-0.716548158,-0.665540541,-0.793158313,-0.621376812
12/9/2018,-0.48,1.259915814,0.509789961,-0.528358209,0.490305742,-0.494720006,-0.037037037,-0.416666667,0.958122689,0.411077456,-0.571589374,0.461959654,-0.651527697,-0.0625,-0.37037037,-0.361308971,0.607954545,1.210958904,0.622078853,-0.986194892,0,-0.458333333,2.027496284,0.753971963,-0.287633796,0.710831531,-0.99452296,0,-0.218887336,-0.022876819,0,-0.539580908,-1.373101952,-0.164790997,-0.215748756,-1.198863636,-1.153846154,-1.228571429,0,-1.566820276,0,0,0,0,-0.725274725,-0.697393822,-0.801909308,-0.629830918
